"DATE","VWRET","topN"
1975-06-30,0.0246923921673873,10
1975-07-31,-0.0629972203642789,10
1975-08-29,-0.014282328844428,10
1975-09-30,-0.0107568821968349,10
1975-10-31,0.0782279000586796,10
1975-11-28,0.0338001744963737,10
1975-12-31,-0.00999493672707803,10
1976-01-30,0.105253568055521,10
1976-02-27,-0.0184369531441172,10
1976-03-31,0.0449476063306018,10
1976-04-30,-0.0158537217774157,10
1976-05-28,0.000139075145189753,10
1976-06-30,0.0364913608439136,10
1976-07-30,-0.0099406042528713,10
1976-08-31,0.00127746674635043,10
1976-09-30,0.0326789292506693,10
1976-10-29,-0.0291499399835466,10
1976-11-30,-0.013111758019627,10
1976-12-31,0.0518644759286487,10
1977-01-31,-0.0324132715166196,10
1977-02-28,-0.0236823559946583,10
1977-03-31,-0.0199204902170679,10
1977-04-29,-0.00890853764212149,10
1977-05-31,-0.0160197176280437,10
1977-06-30,0.0511851779833716,10
1977-07-29,-0.00454379684060143,10
1977-08-31,-0.0152368888939364,10
1977-09-30,-0.00383896059264231,10
1977-10-31,-0.0311423247928704,10
1977-11-30,0.0126703559036279,10
1977-12-30,0.0174792983030924,10
1978-01-31,-0.0540835550150199,10
1978-02-28,-0.0221610976609819,10
1978-03-31,-0.00261571554033242,10
1978-04-28,0.101947036794997,10
1978-05-31,-0.0100391322604145,10
1978-06-30,-0.0290489969961731,10
1978-07-31,0.0696924424547565,10
1978-08-31,0.0395887968490906,10
1978-09-29,-0.00117184963081543,10
1978-10-31,-0.0615470399059378,10
1978-11-30,0.0282415303400021,10
1978-12-29,0.0440183567311128,10
1979-01-31,0.0276466514871545,10
1979-02-28,-0.0262291441470254,10
1979-03-30,0.0556053886201088,10
1979-04-30,0.0201820166401647,10
1979-05-31,-0.0260704089670773,10
1979-06-29,0.0261924076482101,10
1979-07-31,-0.00970090747358498,10
1979-08-31,0.0465225859426466,10
1979-09-28,0.0182095151504801,10
1979-10-31,-0.0426213661924403,10
1979-11-30,0.0445558763697335,10
1979-12-31,-0.00768946031768799,10
1980-01-31,0.109269594008672,10
1980-02-29,0.0891745385016155,10
1980-03-31,-0.142449558479795,10
1980-04-30,0.0428845895272571,10
1980-05-30,0.025008749928389,10
1980-06-30,0.0495175857559802,10
1980-07-31,0.0466297179384328,10
1980-08-29,0.00730773222760991,10
1980-09-30,0.0299711267204139,10
1980-10-31,0.0675990469703525,10
1980-11-28,0.190604073530744,10
1980-12-31,-0.0869885008377431,10
1981-01-30,-0.0795431557420418,10
1981-02-27,0.000251070409785445,10
1981-03-31,-0.026245260894398,10
1981-04-30,-0.0598577835976273,10
1981-05-29,-0.0251901572484756,10
1981-06-30,0.0207384003700009,10
1981-07-31,0.0219558381136078,10
1981-08-31,-0.0475914790610141,10
1981-09-30,-0.0569291999169967,10
1981-10-30,0.00648338151614948,10
1981-11-30,0.0640887297745188,10
1981-12-31,-0.025765091862546,10
1982-01-29,-0.010567788588731,10
1982-02-26,-0.0612188063425036,10
1982-03-31,-0.00742775445502885,10
1982-04-30,0.0356058422904893,10
1982-05-28,0.0228712152252729,10
1982-06-30,-0.0258763536963708,10
1982-07-30,-0.0204881265228329,10
1982-08-31,0.118958374727215,10
1982-09-30,0.0159566883198596,10
1982-10-29,0.0798117681191314,10
1982-11-30,0.022263192152188,10
1982-12-31,0.0563513639137338,10
1983-01-31,0.0312405356985711,10
1983-02-28,0.0109879733360325,10
1983-03-31,0.0262257830381595,10
1983-04-29,0.114843064240347,10
1983-05-31,-0.0423809535234492,10
1983-06-30,0.0682821482545523,10
1983-07-29,-0.0188105365142005,10
1983-08-31,0.0366247137840268,10
1983-09-30,0.00666468504341206,10
1983-10-31,-0.00168389315868293,10
1983-11-30,-0.0114821427763081,10
1983-12-30,0.0129845738619768,10
1984-01-31,0.0115471508481779,10
1984-02-29,-0.00774627337515652,10
1984-03-30,0.0092559380395975,10
1984-04-30,0.0331615354911809,10
1984-05-31,-0.0380673521145195,10
1984-06-29,-0.00437238847181609,10
1984-07-31,-0.0163047608314458,10
1984-08-31,0.111620392133325,10
1984-09-28,0.0186368999059657,10
1984-10-31,-0.00881781345527261,10
1984-11-30,-0.0186605902124407,10
1984-12-31,0.0148029409421786,10
1985-01-31,0.0788482710479298,10
1985-02-28,0.013504551625218,10
1985-03-29,-0.0196864484466784,10
1985-04-30,0.02022965256163,10
1985-05-31,0.0326746017505136,10
1985-06-28,-0.00816043932988604,10
1985-07-31,0.0149996606041595,10
1985-08-30,-0.00782445972367812,10
1985-09-30,-0.0151548007234877,10
1985-10-31,0.0489975322654187,10
1985-11-29,0.0479721735637192,10
1985-12-31,0.0568978328175394,10
1986-01-31,-0.0350211666442409,10
1986-02-28,0.0350998015407202,10
1986-03-31,0.033470686719837,10
1986-04-30,0.00998464112308352,10
1986-05-30,0.0335216947382486,10
1986-06-30,-0.000961046990620503,10
1986-07-31,-0.067843481325512,10
1986-08-29,0.0884935342867496,10
1986-09-30,-0.055651206430245,10
1986-10-31,3.52301378247407e-05,10
1986-11-28,0.0417777983249488,10
1986-12-31,-0.0171196458786424,10
1987-01-30,0.129807283113085,10
1987-02-27,0.0157192536557226,10
1987-03-31,0.067410752225878,10
1987-04-30,0.0299282154519031,10
1987-05-29,0.00109763566339197,10
1987-06-30,0.0450451654524663,10
1987-07-31,0.0216093470081537,10
1987-08-31,0.0577561786646033,10
1987-09-30,-0.0511885824730715,10
1987-10-30,-0.200555562803457,10
1987-11-30,-0.106498243896789,10
1987-12-31,0.0537948582826456,10
1988-01-29,0.0192014855333674,10
1988-02-29,0.0379213044289846,10
1988-03-31,-0.050577186036023,10
1988-04-29,0.0460775156182016,10
1988-05-31,0.0104967688055938,10
1988-06-30,0.0468892055912324,10
1988-07-29,0.00783983783782585,10
1988-08-31,-0.0529859822332185,10
1988-09-30,0.0195094058529097,10
1988-10-31,0.0248471414323015,10
1988-11-30,-0.00922702496067971,10
1988-12-30,0.0172723007910959,10
1989-01-31,0.0792011132605602,10
1989-02-28,-0.0460675530542611,10
1989-03-31,-0.00527745605493437,10
1989-04-28,0.0353998710395014,10
1989-05-31,0.0248442862897553,10
1989-06-30,-0.00699048870527635,10
1989-07-31,0.0713665040906712,10
1989-08-31,0.00280378994254067,10
1989-09-29,-0.00460036907983678,10
1989-10-31,-0.00894222607616649,10
1989-11-30,0.0367892689344685,10
1989-12-29,0.0332806410210555,10
1990-01-31,-0.044823073811929,10
1990-02-28,0.0207063778952013,10
1990-03-30,0.0135366829621789,10
1990-04-30,0.00252802907224043,10
1990-05-31,0.0970099281972535,10
1990-06-29,0.00828783603460849,10
1990-07-31,0.0260388017737413,10
1990-08-31,-0.0698594555485079,10
1990-09-28,-0.0316571777665738,10
1990-10-31,-0.00913691445892731,10
1990-11-30,0.063935152522541,10
1990-12-31,0.0204152874865403,10
1991-01-31,0.0360097607327111,10
1991-02-28,0.0613484819275628,10
1991-03-28,0.0291481656327712,10
1991-04-30,-0.011358394749307,10
1991-05-31,0.0408954102351334,10
1991-06-28,-0.0383833135871154,10
1991-07-31,0.0617335616226833,10
1991-08-30,0.0186590128943614,10
1991-09-30,-0.0126846829536099,10
1991-10-31,0.0141556281243348,10
1991-11-29,-0.0111783536906244,10
1991-12-31,0.113547045362425,10
1992-01-31,-0.0404112224413588,10
1992-02-28,0.0035033579286251,10
1992-03-31,-0.0259221150976888,10
1992-04-30,0.0278162110388651,10
1992-05-29,0.0155979568111543,10
1992-06-30,-0.0191720892799736,10
1992-07-31,0.0374689412223481,10
1992-08-31,-0.020314100551966,10
1992-09-30,-0.0163646501422578,10
1992-10-30,-0.00790190639048949,10
1992-11-30,0.0220691823114341,10
1992-12-31,-0.0103398015940383,10
1993-01-29,-0.022504372783481,10
1993-02-26,0.00411420941252641,10
1993-03-31,0.00759141361494504,10
1993-04-30,-0.0332172614729692,10
1993-05-28,0.0213708023754045,10
1993-06-30,-0.00539855234423059,10
1993-07-30,-0.0160253542859741,10
1993-08-31,0.0150285509383107,10
1993-09-30,-0.00652106758009801,10
1993-10-29,0.0323967176612905,10
1993-11-30,-0.00691990297746046,10
1993-12-31,0.00178367807627719,10
1994-01-31,0.0306537287942822,10
1994-02-28,-0.0150226031359117,10
1994-03-31,-0.0521013368581979,10
1994-04-29,0.0146697798401901,10
1994-05-31,0.0058457790074009,10
1994-06-30,-0.0324816983593824,10
1994-07-29,0.0468649817671674,10
1994-08-31,0.0297749538516276,10
1994-09-30,-0.0134000579483021,10
1994-10-31,0.0469022524110077,10
1994-11-30,-0.0195669915095219,10
1994-12-30,0.0152270131596858,10
1995-01-31,0.0226621611520408,10
1995-02-28,0.0417504668291349,10
1995-03-31,0.0441861074155175,10
1995-04-28,0.0504331874654935,10
1995-05-31,0.0437043436106237,10
1995-06-30,0.0327642864000764,10
1995-07-31,0.0332481821535778,10
1995-08-31,-0.029043372328011,10
1995-09-29,0.0442185084066916,10
1995-10-31,0.0400585852794797,10
1995-11-30,0.0226395638591618,10
1995-12-29,0.0018419261951193,10
1996-01-31,0.0383079122287936,10
1996-02-29,0.0208001919349028,10
1996-03-29,0.00693212666787961,10
1996-04-30,0.0215307925849248,10
1996-05-31,0.0620912174939928,10
1996-06-28,0.0168747972715324,10
1996-07-31,-0.0233491276654341,10
1996-08-30,0.038059572707236,10
1996-09-30,0.0666131187492025,10
1996-10-31,0.0396479197957183,10
1996-11-29,0.0921730866352319,10
1996-12-31,-0.00858721346800782,10
1997-01-31,0.115295587607052,10
1997-02-28,-0.0174083998303983,10
1997-03-31,-0.042280920315204,10
1997-04-30,0.126687612678359,10
1997-05-30,0.0410402535409438,10
1997-06-30,0.0374369757751118,10
1997-07-31,0.0760974056626644,10
1997-08-29,-0.0815365459626725,10
1997-09-30,0.0438472470469525,10
1997-10-31,-0.0574164347177689,10
1997-11-28,0.0744475085026042,10
1997-12-31,-0.00215062740229241,10
1998-01-30,0.0483512130145775,10
1998-02-27,0.0712389310385436,10
1998-03-31,0.0474823892190954,10
1998-04-30,0.0109161194012778,10
1998-05-29,-0.0215062930057474,10
1998-06-30,0.0963557090153696,10
1998-07-31,-0.0103657445184629,10
1998-08-31,-0.121684915487252,10
1998-09-30,0.0570610579658193,10
1998-10-30,0.067587266775593,10
1998-11-30,0.0897151600745092,10
1998-12-31,0.0803094171152481,10
1999-01-29,0.0850850215470996,10
1999-02-26,-0.0624426800482887,10
1999-03-31,0.0744255582567698,10
1999-04-30,-0.0212687756021368,10
1999-05-28,-0.0286783016418574,10
1999-06-30,0.0797618982646296,10
1999-07-30,-0.0258149967828582,10
1999-08-31,0.0432956584046114,10
1999-09-30,-0.0201685518256151,10
1999-10-29,0.0617961841711999,10
1999-11-30,0.0177693172508531,10
1999-12-31,0.130767136941669,10
2000-01-31,-0.0667745987974453,10
2000-02-29,0.00810810399994432,10
2000-03-31,0.13903797373415,10
2000-04-28,-0.0835645464205547,10
2000-05-31,-0.0441106459463171,10
2000-06-30,0.0692871123852482,10
2000-07-31,-0.0237937589930097,10
2000-08-31,0.0561068502920512,10
2000-09-29,-0.127995348344581,10
2000-10-31,-0.016959569625405,10
2000-11-30,-0.0704648565574852,10
2000-12-29,-0.0697969572838406,10
2001-01-31,0.0376642973445913,10
2001-02-28,-0.0978914277466548,10
2001-03-30,-0.0784151509596728,10
2001-04-30,0.11310770282265,10
2001-05-31,-0.00647309686866828,10
2001-06-29,0.00763707264259592,10
2001-07-31,-0.0395074651388606,10
2001-08-31,-0.0763165842120547,10
2001-09-28,-0.0575450533729784,10
2001-10-31,0.0499557570648783,10
2001-11-30,0.0674697774915125,10
2001-12-31,0.0155301471854446,10
2002-01-31,-0.0181880492911717,10
2002-02-28,-0.0224170448179146,10
2002-03-28,0.0261028085556887,10
2002-04-30,-0.101890394771401,10
2002-05-31,-0.0237975426702613,10
2002-06-28,-0.0418111585434118,10
2002-07-31,-0.0626871432847909,10
2002-08-30,0.00686091054010214,10
2002-09-30,-0.10887228443934,10
2002-10-31,0.0993655848562695,10
2002-11-29,0.0371904616312578,10
2002-12-31,-0.0846122760262991,10
2003-01-31,-0.0346403430463485,10
2003-02-28,-0.00593660197569001,10
2003-03-31,0.0377751767978296,10
2003-04-30,0.0568402008881474,10
2003-05-30,0.00355458833937491,10
2003-06-30,0.0120651771230911,10
2003-07-31,0.0171935860846916,10
2003-08-29,0.00671184602850916,10
2003-09-30,0.00788578918573304,10
2003-10-31,0.0285354779248526,10
2003-11-28,0.00308830818900802,10
2003-12-31,0.0426544327567642,10
2004-01-30,0.0262461816652695,10
2004-02-27,-0.00275281655880122,10
2004-03-31,-0.02861177890533,10
2004-04-30,-0.0116306961951027,10
2004-05-28,0.0160596705106644,10
2004-06-30,0.00877851299715176,10
2004-07-30,-0.0210422750256474,10
2004-08-31,0.0017991878414641,10
2004-09-30,-0.0092882806623226,10
2004-10-29,0.000758101865518203,10
2004-11-30,0.0224312738427668,10
2004-12-31,0.0237657570185969,10
2005-01-31,-0.0155081084347185,10
2005-02-28,0.0328209902845012,10
2005-03-31,-0.0351667045231212,10
2005-04-29,-0.00444014198007783,10
2005-05-31,0.0175359859140227,10
2005-06-30,-0.0164758152190287,10
2005-07-29,0.00183272695502816,10
2005-08-31,-0.00452744045493882,10
2005-09-30,0.00237645717285126,10
2005-10-31,-0.0324223990723258,10
2005-11-30,0.046901073753403,10
2005-12-30,-0.0155419452545342,10
2006-01-31,0.0136064002021713,10
2006-02-28,-0.00553786076260376,10
2006-03-31,0.0134419856668077,10
2006-04-28,0.0115481362353326,10
2006-05-31,-0.0210409185912112,10
2006-06-30,-0.00313851894865213,10
2006-07-31,0.0394419514809006,10
2006-08-31,0.0352337746146987,10
2006-09-29,0.0284972566174879,10
2006-10-31,0.0187576572527535,10
2006-11-30,0.0120015953318938,10
2006-12-29,0.0193840546800369,10
2007-01-31,0.0013519732761977,10
2007-02-28,-0.037495712334898,10
2007-03-30,0.00983183521915652,10
2007-04-30,0.0384375279498934,10
2007-05-31,0.0213692007711708,10
2007-06-29,-0.0182363382872117,10
2007-07-31,-0.0160170125510794,10
2007-08-31,0.0222246671097804,10
2007-09-28,0.0462893879326922,10
2007-10-31,0.0087220416234739,10
2007-11-30,-0.0564341358201493,10
2007-12-31,0.0137275163327546,10
2008-01-31,-0.0715612501825603,10
2008-02-29,-0.0486203051811733,10
2008-03-31,0.0280848076201276,10
2008-04-30,0.0282309136279909,10
2008-05-30,-0.0248914392285365,10
2008-06-30,-0.0562143583053996,10
2008-07-31,-0.0204660199449472,10
2008-08-29,0.0166362830280016,10
2008-09-30,-0.0545910149707087,10
2008-10-31,-0.127395224946782,10
2008-11-28,-0.0467765025074687,10
2008-12-31,-0.0192857059359899,10
2009-01-30,-0.109677404930134,10
2009-02-27,-0.087266601972607,10
2009-03-31,0.0508355216856039,10
2009-04-30,0.0271410462163913,10
2009-05-29,0.0395998089970267,10
2009-06-30,0.00702500882697206,10
2009-07-31,0.0547183064009933,10
2009-08-31,0.0329372049782592,10
2009-09-30,0.0143531290300392,10
2009-10-30,0.0105014365503284,10
2009-11-30,0.0565047588644925,10
2009-12-31,-0.00844021113581982,10
2010-01-29,-0.0422587156815997,10
2010-02-26,0.0243452956788672,10
2010-03-31,0.0446634569240791,10
2010-04-30,0.0144102318943793,10
2010-05-28,-0.084394487254745,10
2010-06-30,-0.0526351362588586,10
2010-07-30,0.0500941626329926,10
2010-08-31,-0.0456516131752886,10
2010-09-30,0.0706376360714407,10
2010-10-29,0.0500535943706093,10
2010-11-30,-0.00579556317269235,10
2010-12-31,0.0567447411567711,10
2011-01-31,0.0446197860001273,10
2011-02-28,0.0225181085330187,10
2011-03-31,-0.0119184889507199,10
2011-04-29,0.0255929708196894,10
2011-05-31,-0.0179325941161936,10
2011-06-30,-0.0216944185377897,10
2011-07-29,0.0208185714606203,10
2011-08-31,-0.0214310652894604,10
2011-09-30,-0.0365058238618873,10
2011-10-31,0.0674727649312961,10
2011-11-30,-0.00423956669613615,10
2011-12-30,0.0167655345101887,10
2012-01-31,0.0289867709707026,10
2012-02-29,0.0634081673349787,10
2012-03-30,0.0415777889807984,10
2012-04-30,-0.0206628490768203,10
2012-05-31,-0.033112726366174,10
2012-06-29,0.0438381874835384,10
2012-07-31,0.0224366346130058,10
2012-08-31,0.0247678421630321,10
2012-09-28,0.025704933724647,10
2012-10-31,-0.0410148416109168,10
2012-11-30,-0.0201817618748506,10
2012-12-31,-0.0230631349311149,10
2013-01-31,0.0141951400716944,10
2013-02-28,0.00562522661333911,10
2013-03-28,0.0211151639998454,10
2013-04-30,0.0210881121664452,10
2013-05-31,0.0155824895964969,10
2013-06-28,-0.0292846998712868,10
2013-07-31,0.0501138804145551,10
2013-08-30,-0.025217933897409,10
2013-09-30,-0.00264871910472658,10
2013-10-31,0.0439852827779541,10
2013-11-29,0.0543418875473905,10
2013-12-31,0.013593627814149,10
2014-01-31,-0.0625900056700938,10
2014-02-28,0.0354345156623092,10
2014-03-31,0.0392220959591009,10
2014-04-30,0.0316090996803483,10
2014-05-30,0.0112895369062382,10
2014-06-30,0.0164457826425609,10
2014-07-31,-0.0056421938193894,10
2014-08-29,0.0388271633956169,10
2014-09-30,-0.0084370652166632,10
2014-10-31,0.0279520088403513,10
2014-11-28,0.0289971150841202,10
2014-12-31,-0.0242555591422043,10
2015-01-30,-0.0439561836153644,10
2015-02-27,0.0603674042014028,10
2015-03-31,-0.0312622514107585,10
2015-04-30,0.0248132515234898,10
2015-05-29,0.00308352536541607,10
2015-06-30,-0.0249266793971745,10
2015-07-31,0.0148808564577059,10
2015-08-31,-0.0576536585568916,10
2015-09-30,-0.012840265286211,10
2015-10-30,0.101838594590317,10
2015-11-30,0.0223781602839552,10
2015-12-31,-0.0177133317555213,10
2016-01-29,-0.0411201726750158,10
2016-02-29,-0.0272360048992534,10
2016-03-31,0.0667118759388334,10
2016-04-29,-0.028091669857706,10
2016-05-31,0.0419746040101275,10
2016-06-30,-0.0139114664060679,10
2016-07-29,0.0482654995707423,10
2016-08-31,0.01252049859849,10
2016-09-30,0.0139696140080381,10
2016-10-31,-0.00241818771926516,10
2016-11-30,-0.0111216664151657,10
2016-12-30,0.0294453577180505,10
2017-01-31,0.0305063018983351,10
2017-02-28,0.0478379215282226,10
2017-03-31,0.0201966939080961,10
2017-04-28,0.0241530871319046,10
2017-05-31,0.0317102603319528,10
2017-06-30,-0.00916607210409386,10
2017-07-31,0.0282001884262745,10
2017-08-31,0.0203622869781682,10
2017-09-29,0.000350098027573361,10
2017-10-31,0.0788222103023012,10
2017-11-30,0.0193034427933531,10
2017-12-29,0.00673238610462724,10
2018-01-31,0.0817218388247621,10
2018-02-28,-0.0102999570385837,10
2018-03-29,-0.0494034632567471,10
2018-04-30,0.0188420867935739,10
2018-05-31,0.0570782567174811,10
2018-06-29,0.00844473647517769,10
2018-07-31,0.0447014941087199,10
2018-08-31,0.0699467649250095,10
2018-09-28,-0.0055083556338466,10
2018-10-31,-0.0800746509122127,10
2018-11-30,-0.0195877943153705,10
2018-12-31,-0.0975435164873841,10
2019-01-31,0.0809930684794728,10
2019-02-28,0.0173244595344401,10
2019-03-29,0.0493534842239323,10
2019-04-30,0.0703615173807085,10
2019-05-31,-0.0825166763726088,10
2019-06-28,0.0704458670585517,10
2019-07-31,0.0270551739776869,10
2019-08-30,-0.0207548802980817,10
2019-09-30,0.0156042207641674,10
2019-10-31,0.0459772046329996,10
2019-11-29,0.0441249023059115,10
2019-12-31,0.0453704553257374,10
2020-01-31,0.0470255909741215,10
2020-02-28,-0.075603142620405,10
2020-03-31,-0.060562159475818,10
2020-04-30,0.164753652575371,10
2020-05-29,0.0397894004588883,10
2020-06-30,0.0686325448757837,10
2020-07-31,0.0891685303553649,10
2020-08-31,0.0984035359376572,10
2020-09-30,-0.0850889502749611,10
2020-10-30,-0.0256797263098282,10
2020-11-30,0.0863841412965929,10
2020-12-31,0.0569429558000194,10
2021-01-29,0.0157981454721502,10
2021-02-26,-0.021387770142403,10
2021-03-31,0.0213129672116443,10
2021-04-30,0.0853717860114741,10
2021-05-28,-0.0275611020499232,10
2021-06-30,0.0698212854682045,10
2021-07-30,0.0344942639376133,10
2021-08-31,0.0587832463983569,10
2021-09-30,-0.0589138489091235,10
2021-10-29,0.109915253045858,10
2021-11-30,0.0344277619097138,10
2021-12-31,0.00820905494857291,10
2022-01-31,-0.0705540862197284,10
2022-02-28,-0.0456212062921224,10
2022-03-31,0.0685006058960985,10
2022-04-29,-0.142840605929918,10
2022-05-31,-0.0362660470951215,10
2022-06-30,-0.0770219430056203,10
2022-07-29,0.144574080673532,10
2022-08-31,-0.0582663360965233,10
2022-09-30,-0.0997634448709982,10
2022-10-31,0.0229619637284206,10
2022-11-30,0.00583261720181378,10
2022-12-30,-0.110765137480743,10
2023-01-31,0.0748248997084178,10
2023-02-28,-0.000426256285340209,10
2023-03-31,0.102528310880894,10
2023-04-28,0.0271026953253368,10
2023-05-31,0.0984786138898555,10
2023-06-30,0.0716562138607635,10
2023-07-31,0.0336244699856422,10
2023-08-31,-0.0142577195821563,10
2023-09-29,-0.0590793316325811,10
2023-10-31,-0.00964160912672846,10
2023-11-30,0.108279369858434,10
2023-12-29,0.022756935046763,10
1970-01-30,0.0109094991024818,20
1970-02-27,0.0303589422260161,20
1970-03-31,0.00286872614440524,20
1970-04-30,-0.0790124546681146,20
1970-05-29,-0.0294645510429185,20
1970-06-30,-0.0483321743143056,20
1970-07-31,0.0637894143970847,20
1970-08-31,0.0550258674530322,20
1970-09-30,0.0339534754195688,20
1970-10-30,0.0168406616065484,20
1970-11-30,0.0513265230373927,20
1970-12-31,0.0390077618473548,20
1971-01-29,0.0135997329677859,20
1971-02-26,0.0259528391668704,20
1971-03-31,0.0497047306593203,20
1971-04-30,0.0343638956563183,20
1971-05-28,-0.0395073999033609,20
1971-06-30,0.00379093131649827,20
1971-07-30,-0.0375914358461519,20
1971-08-31,0.0318895307518661,20
1971-09-30,0.00551332223422912,20
1971-10-29,-0.0239388131680958,20
1971-11-30,0.0139035263737672,20
1971-12-31,0.079705939003452,20
1972-01-31,0.02268078781725,20
1972-02-29,0.0287056638002092,20
1972-03-30,0.0160679743919333,20
1972-04-28,0.00187925143625123,20
1972-05-31,0.0368707873721665,20
1972-06-30,-0.00495346157873941,20
1972-07-31,0.0196258954636634,20
1972-08-31,0.0297922950723497,20
1972-09-29,0.00707436609725628,20
1972-10-31,0.00353611276406074,20
1972-11-30,0.0219821751653487,20
1972-12-29,0.0282198364576387,20
1973-01-31,0.0212917953076501,20
1973-02-28,-0.0300204353776899,20
1973-03-30,0.00862717970437313,20
1973-04-30,-0.0340635935507818,20
1973-05-31,-0.0117490507156944,20
1973-06-29,0.00894578270306527,20
1973-07-31,0.00691312622953901,20
1973-08-31,-0.0428764435549815,20
1973-09-28,-0.0136345676860408,20
1973-10-31,0.013246497934243,20
1973-11-30,-0.0826518758120955,20
1973-12-31,0.00235315093423086,20
1974-01-31,-0.0328637866042534,20
1974-02-28,-0.0179603397142202,20
1974-03-29,-0.00427214494316614,20
1974-04-30,-0.0208885623107186,20
1974-05-31,-0.0134484899471963,20
1974-06-28,-0.00199713849455483,20
1974-07-31,-0.082631478108568,20
1974-08-30,-0.0811318094248142,20
1974-09-30,-0.14597547463145,20
1974-10-31,0.153751777647806,20
1974-11-29,-0.0599676416068435,20
1974-12-31,-0.02697580853421,20
1975-01-31,0.0984480765389114,20
1975-02-28,0.0981355396097689,20
1975-03-31,-0.0119202092838016,20
1975-04-30,0.0533700578361766,20
1975-05-30,0.0586157724891993,20
1975-06-30,0.0289216970550984,20
1975-07-31,-0.0685992290058495,20
1975-08-29,-0.015690555515094,20
1975-09-30,-0.03110401134946,20
1975-10-31,0.0768460563159923,20
1975-11-28,0.0316554384955854,20
1975-12-31,-0.0190842826081995,20
1976-01-30,0.109622979991655,20
1976-02-27,-0.0260542405305557,20
1976-03-31,0.0545220871945375,20
1976-04-30,-0.0112558732811937,20
1976-05-28,-0.00141091818023675,20
1976-06-30,0.031409085111184,20
1976-07-30,-0.00644522225195139,20
1976-08-31,-0.00329220756057694,20
1976-09-30,0.029409813096127,20
1976-10-29,-0.0229072183283672,20
1976-11-30,-0.0125241488593704,20
1976-12-31,0.0481423080464651,20
1977-01-31,-0.0394353715521275,20
1977-02-28,-0.0160238180535857,20
1977-03-31,-0.0184778371755921,20
1977-04-29,-0.00524185662352064,20
1977-05-31,-0.0200467236285392,20
1977-06-30,0.0463825634929454,20
1977-07-29,-0.00957817856902919,20
1977-08-31,-0.0164217373828528,20
1977-09-30,-0.00136383387542325,20
1977-10-31,-0.031012976739801,20
1977-11-30,0.0149662108134507,20
1977-12-30,0.0137027300003697,20
1978-01-31,-0.0585797490967255,20
1978-02-28,-0.0255341620590373,20
1978-03-31,0.00616094577913679,20
1978-04-28,0.0997441995600092,20
1978-05-31,-0.00196686943757193,20
1978-06-30,-0.0233044682668849,20
1978-07-31,0.0639509887008536,20
1978-08-31,0.0361969668402486,20
1978-09-29,0.00354521954930495,20
1978-10-31,-0.0666785439259637,20
1978-11-30,0.0311255762213397,20
1978-12-29,0.0322990073997185,20
1979-01-31,0.0291555711434191,20
1979-02-28,-0.0251213996031426,20
1979-03-30,0.0554492415314553,20
1979-04-30,0.0127787992404057,20
1979-05-31,-0.0281863611009127,20
1979-06-29,0.0243771117291023,20
1979-07-31,-0.00739076138298372,20
